msme_id,business_name,sector,employees,years_in_business,ntc_flag,gst_filing_delay_days,gst_compliance_pct,upi_txn_consistency,upi_monthly_volume,inflow_outflow_ratio,bank_balance_avg,bounce_count_6m,epfo_regularity_pct,loan_emi_outflow_ratio,pillar_gst_score,pillar_upi_score,pillar_banking_score,pillar_epfo_score,pillar_stability_score,financial_health_score,risk_band,archetype
MSME00135,"Natarajan, Hans and Behl",Manufacturing,5,10.3,0,27.2,43.9,0.248,51789.0,0.98,12858.0,7,35.7,0.49,46.7,22.5,0.0,35.7,46.2,25.4,High-Risk,high_risk
MSME00136,"Khatri, Chander and Sheth",Agri-processing,2,7.0,0,2.6,95.4,0.802,630899.0,1.37,208000.0,1,100.0,0.133,95.4,86.2,82.3,100.0,47.0,90.9,Healthy,healthy
MSME00137,"Nigam, Shanker and Choudhury",Manufacturing,4,4.8,1,12.8,77.1,0.644,233279.0,1.06,100557.0,1,77.3,0.238,77.1,68.4,49.7,77.3,37.3,64.0,Moderate,moderate
MSME00138,Parmer-Mahajan,Auto Services,1,6.8,1,8.7,78.7,0.639,195042.0,1.14,95565.0,5,85.0,0.357,81.0,64.3,29.6,85.0,39.7,61.9,Moderate,moderate
MSME00139,"Kara, Nazareth and Trivedi",Auto Services,3,3.8,0,1.5,98.1,0.959,598302.0,1.3,206090.0,0,92.7,0.2,97.8,97.2,86.0,92.7,35.4,92.4,Healthy,healthy
MSME00140,Mammen PLC,Auto Services,1,1.3,1,15.1,47.9,0.707,112828.0,0.65,23832.0,7,24.8,0.368,57.8,60.7,0.0,24.8,22.9,27.2,High-Risk,high_risk
MSME00141,Vaidya-Shankar,IT/Services,1,8.9,0,24.1,44.9,0.588,58335.0,0.88,40040.0,5,26.5,0.464,49.5,47.0,6.0,26.5,42.8,31.6,High-Risk,high_risk
MSME00142,"Gour, Kanda and Mohan",Construction Materials,10,1.6,1,2.3,98.1,0.777,623861.0,1.2,205529.0,0,98.8,0.157,97.2,84.4,84.0,98.8,30.1,83.4,Healthy,healthy
MSME00143,Mane-Murty,Agri-processing,7,4.5,1,15.6,80.8,0.58,180557.0,0.99,125535.0,0,76.3,0.25,77.3,58.6,61.6,76.3,36.0,61.1,Moderate,moderate
MSME00144,"Chakraborty, Brahmbhatt and Parmer",Manufacturing,7,6.3,0,3.4,100.0,0.921,693957.0,1.17,162084.0,1,95.1,0.168,97.6,94.5,72.5,95.1,43.8,88.3,Healthy,healthy
MSME00145,Chaudhari and Sons,Textiles,6,4.1,0,5.2,97.5,0.883,500690.0,1.21,255057.0,0,94.9,0.127,94.8,91.8,84.2,94.9,38.5,89.4,Healthy,healthy
MSME00146,Dayal LLC,Retail Trade,3,12.2,0,4.6,100.0,0.872,461015.0,1.2,256942.0,0,98.4,0.115,96.7,91.0,84.0,98.4,63.1,90.7,Healthy,healthy
MSME00147,"Sane, Kakar and Pradhan",Construction Materials,12,2.4,1,9.0,67.5,0.878,278870.0,1.15,37775.0,1,85.3,0.283,74.0,89.4,30.7,85.3,28.7,61.3,Moderate,moderate
MSME00148,Padmanabhan-Lal,Manufacturing,4,13.9,0,7.0,66.5,0.825,226541.0,1.0,67323.0,3,74.7,0.396,74.9,80.4,27.5,74.7,59.8,59.8,Moderate,moderate
MSME00149,Sarkar Ltd,Construction Materials,4,3.3,1,2.8,92.5,0.881,345001.0,1.09,157743.0,0,93.1,0.108,93.5,91.7,74.4,93.1,36.7,85.1,Healthy,healthy
MSME00150,Dhingra PLC,Construction Materials,10,7.6,0,0.4,92.9,0.802,264386.0,1.27,259718.0,0,95.3,0.171,95.4,82.6,85.3,95.3,47.7,84.4,Healthy,healthy
MSME00151,"Anne, Bal and Kamdar",IT/Services,2,3.0,0,8.1,34.2,0.591,53827.0,0.96,2830.0,2,31.6,0.584,54.7,46.8,10.2,31.6,21.5,35.9,High-Risk,high_risk
MSME00152,"Basu, Chaudhari and Arya",Textiles,13,2.8,1,3.0,93.7,0.98,270482.0,1.38,233577.0,1,100.0,0.294,94.0,95.6,82.7,100.0,29.6,84.2,Healthy,healthy
MSME00153,"Chakrabarti, Goswami and Kata",Textiles,24,7.8,0,0.1,95.8,0.877,351256.0,1.19,193048.0,0,90.6,0.17,97.4,91.4,83.8,90.6,48.3,81.6,Healthy,healthy
MSME00154,Pant Group,Food & Beverage,10,13.1,1,6.1,83.4,0.756,326514.0,0.91,120017.0,2,87.2,0.393,85.6,82.9,48.2,87.2,57.5,70.7,Healthy,moderate
MSME00155,Yogi-Oommen,Auto Services,10,10.1,0,21.6,59.6,0.329,66980.0,0.81,10114.0,4,53.1,0.559,60.2,29.7,0.0,53.1,43.5,33.9,High-Risk,high_risk
MSME00156,Gandhi PLC,Retail Trade,2,3.0,1,5.8,96.7,0.905,693329.0,1.54,133615.0,0,94.0,0.097,93.8,93.3,75.4,94.0,36.1,86.5,Healthy,healthy
MSME00157,Narula Ltd,Agri-processing,12,9.3,0,11.8,80.2,0.808,81512.0,1.11,62960.0,2,76.2,0.275,79.6,64.7,33.2,76.2,49.7,60.6,Moderate,moderate
MSME00158,Trivedi-Yadav,Textiles,14,5.5,1,12.0,54.3,0.558,74217.0,0.72,28577.0,1,58.8,0.44,63.9,46.5,18.9,58.8,33.3,48.5,Moderate,high_risk
MSME00159,Sheth Inc,Food & Beverage,16,10.2,0,2.5,94.4,0.819,280158.0,1.24,176069.0,0,95.3,0.082,94.9,85.4,83.5,95.3,58.1,84.9,Healthy,healthy
MSME00160,"Gala, Chhabra and Som",Auto Services,3,10.4,0,2.5,80.0,0.645,239496.0,0.93,103025.0,4,83.5,0.283,86.2,69.1,32.9,83.5,52.7,59.6,Moderate,moderate
MSME00161,"Kuruvilla, Suresh and Bhardwaj",Auto Services,3,8.5,0,3.4,93.1,0.836,588212.0,1.14,241101.0,1,95.9,0.199,93.4,88.6,77.7,95.9,49.5,83.7,Healthy,healthy
MSME00162,Goyal-Koshy,Manufacturing,22,5.0,0,8.9,87.5,0.766,345964.0,0.89,29025.0,2,73.8,0.29,86.1,83.6,17.5,73.8,36.3,61.0,Moderate,moderate
MSME00163,Mutti-Ravel,Retail Trade,4,9.6,0,12.5,70.9,0.807,293631.0,0.8,50374.0,1,83.3,0.309,73.5,85.9,27.7,83.3,49.5,68.3,Moderate,moderate
MSME00164,Sen-Mand,Retail Trade,2,15.0,0,9.1,71.1,0.585,58550.0,0.89,48729.0,1,90.6,0.352,76.1,46.8,29.0,90.6,64.4,58.4,Moderate,moderate
MSME00165,Palla PLC,Retail Trade,4,2.1,1,0.5,94.8,0.944,522404.0,1.11,186511.0,0,92.3,0.142,96.5,96.1,82.2,92.3,32.1,85.0,Healthy,healthy
MSME00166,Kumar-Rattan,Agri-processing,14,1.6,1,17.5,60.6,0.497,6150.0,0.73,17112.0,5,46.9,0.823,63.8,35.4,0.0,46.9,10.1,31.6,High-Risk,high_risk
MSME00167,Muni-Deshmukh,IT/Services,1,10.3,0,0.0,100.0,0.805,428672.0,1.46,203922.0,0,92.0,0.222,100.0,86.4,89.2,92.0,54.2,87.1,Healthy,healthy
MSME00168,"Pant, Grewal and Saxena",Textiles,4,6.9,0,3.7,94.3,0.891,576110.0,1.28,102442.0,0,91.9,0.196,94.0,92.4,59.8,91.9,44.8,83.4,Healthy,healthy
MSME00169,Dani and Sons,Retail Trade,3,14.1,0,2.0,95.1,0.898,534352.0,1.19,162132.0,0,89.3,0.16,95.6,92.9,77.9,89.3,67.5,86.7,Healthy,healthy
MSME00170,Parsa-Gulati,IT/Services,7,8.1,1,6.5,74.4,0.739,110531.0,1.02,54485.0,1,70.6,0.343,80.0,62.8,33.7,70.6,44.0,51.6,Moderate,moderate
MSME00171,Prashad and Sons,Food & Beverage,5,7.4,1,11.3,78.3,0.686,238022.0,1.05,50573.0,0,68.6,0.108,78.8,71.8,37.9,68.6,49.0,66.4,Moderate,moderate
MSME00172,Chadha PLC,Manufacturing,4,2.3,1,1.6,96.2,0.836,342448.0,1.06,238669.0,0,85.6,0.124,96.6,88.5,81.1,85.6,33.2,88.0,Healthy,healthy
MSME00173,Dhawan-Sanghvi,Construction Materials,20,0.8,1,5.0,78.3,0.759,104289.0,1.05,74144.0,0,70.8,0.245,83.4,63.6,45.6,70.8,25.0,61.9,Moderate,moderate
MSME00174,Bhavsar and Sons,Construction Materials,3,14.9,1,0.0,96.1,0.903,374732.0,1.04,199378.0,0,93.8,0.15,97.7,93.2,80.9,93.8,70.2,92.3,Healthy,healthy
MSME00175,Sani LLC,Construction Materials,12,8.1,1,5.3,79.8,0.783,397163.0,1.0,104162.0,0,90.8,0.423,84.1,84.8,54.6,90.8,41.6,75.6,Healthy,moderate
MSME00176,"Barman, Bahri and Johal",Auto Services,4,7.5,0,0.0,99.4,0.796,272957.0,1.29,334194.0,0,88.6,0.214,99.7,83.0,85.8,88.6,46.1,82.6,Healthy,healthy
MSME00177,"Pall, Purohit and Divan",Agri-processing,5,10.6,0,2.3,74.7,0.842,225484.0,0.88,64869.0,2,66.5,0.246,83.2,81.5,29.2,66.5,54.4,65.6,Moderate,moderate
MSME00178,Lad Inc,Manufacturing,6,11.2,1,1.5,97.9,0.907,433031.0,1.06,193967.0,0,91.0,0.209,97.6,93.5,81.1,91.0,57.3,79.9,Healthy,healthy
MSME00179,Khanna Inc,IT/Services,1,2.3,1,28.8,34.9,0.578,143843.0,0.92,1000.0,3,60.6,0.489,40.2,54.9,3.8,60.6,22.2,39.8,High-Risk,high_risk
MSME00180,Agrawal PLC,Retail Trade,24,9.4,1,4.7,91.5,0.906,342149.0,1.02,260215.0,0,98.7,0.295,91.6,93.4,80.3,98.7,49.3,81.6,Healthy,healthy
MSME00181,"Prabhakar, Balakrishnan and Bhatt",Manufacturing,6,11.2,1,2.1,97.0,0.845,391278.0,1.23,156432.0,0,88.5,0.281,96.7,89.1,76.7,88.5,55.2,84.8,Healthy,healthy
MSME00182,Naik-Varty,Textiles,9,11.8,0,2.4,93.0,0.883,629214.0,1.38,97628.0,0,95.4,0.146,94.1,91.8,60.2,95.4,61.0,76.6,Healthy,healthy
MSME00183,"Dugar, Nayak and Jani",IT/Services,13,0.6,1,10.6,60.2,0.485,108240.0,0.92,10464.0,4,63.8,0.569,68.5,44.8,1.8,63.8,14.7,40.1,High-Risk,high_risk
MSME00184,"Singh, Hari and Bhardwaj",IT/Services,5,12.2,0,18.4,59.8,0.428,105403.0,0.93,23337.0,6,35.6,0.669,62.7,40.5,0.0,35.6,46.5,33.9,High-Risk,high_risk
MSME00185,Prasad-Goyal,IT/Services,6,10.4,1,1.7,98.8,0.858,335974.0,1.28,255922.0,0,99.9,0.22,98.1,90.0,85.5,99.9,54.6,87.6,Healthy,healthy
MSME00186,"Nath, Dhillon and Pandya",Retail Trade,14,2.9,1,8.7,79.1,0.818,274279.0,0.95,144556.0,4,77.1,0.358,81.2,84.7,47.1,77.1,28.0,70.4,Healthy,moderate
MSME00187,"Pant, Rege and Devan",Auto Services,3,4.9,0,18.6,50.0,0.41,65788.0,0.93,29560.0,7,69.8,0.573,56.6,35.3,0.0,69.8,27.5,31.2,High-Risk,high_risk
MSME00188,Bhatnagar-Yohannan,Auto Services,12,7.9,1,9.9,74.6,0.596,377128.0,1.22,58542.0,0,79.0,0.406,77.7,71.7,43.9,79.0,41.5,60.7,Moderate,moderate
MSME00189,"Gour, Raju and Gill",Manufacturing,1,14.0,0,5.6,84.6,0.682,281269.0,0.95,149444.0,1,80.6,0.551,86.7,75.9,63.9,80.6,55.5,76.7,Healthy,moderate
MSME00190,Shankar-Nagi,Auto Services,4,1.5,1,2.6,96.5,0.84,422775.0,0.92,190709.0,0,99.8,0.22,96.0,88.8,78.5,99.8,27.9,83.3,Healthy,healthy
MSME00191,Sampath-Randhawa,Manufacturing,4,11.2,0,2.4,96.5,0.942,618167.0,1.26,150019.0,0,91.7,0.23,96.2,96.0,75.1,91.7,56.7,81.1,Healthy,healthy
MSME00192,"Sura, Buch and Bhatnagar",Manufacturing,9,14.9,0,24.3,46.4,0.309,59143.0,0.77,30359.0,1,32.0,0.455,50.3,27.6,20.5,32.0,61.0,36.2,High-Risk,high_risk
MSME00193,Ramesh Group,Construction Materials,1,5.8,0,24.1,68.9,0.425,133257.0,1.02,3610.0,5,46.6,0.395,64.0,43.1,0.0,46.6,35.5,35.4,High-Risk,high_risk
MSME00194,Bala and Sons,Food & Beverage,9,0.7,1,15.3,78.4,0.669,139820.0,0.95,26117.0,1,78.9,0.251,76.0,60.8,22.7,78.9,24.6,52.6,Moderate,moderate
MSME00195,Mahal-Anne,Auto Services,3,10.0,0,0.4,97.0,0.979,383759.0,1.16,146779.0,1,97.6,0.233,97.9,98.5,67.1,97.6,53.0,85.9,Healthy,healthy
MSME00196,"Verma, Atwal and Swaminathan",Manufacturing,21,14.7,0,0.7,99.5,0.829,523134.0,1.43,208854.0,0,89.0,0.125,99.2,88.1,88.5,89.0,70.4,85.1,Healthy,healthy
MSME00197,Ratta Inc,Construction Materials,16,10.5,0,7.3,68.9,0.726,239309.0,1.14,73219.0,3,74.0,0.209,76.1,74.7,32.1,74.0,55.2,55.5,Moderate,moderate
MSME00198,"Uppal, Bakshi and Subramanian",Manufacturing,4,5.5,0,19.1,50.5,0.313,114567.0,0.74,15655.0,2,32.1,0.545,56.6,33.3,10.0,32.1,30.2,34.2,High-Risk,high_risk
MSME00199,Chaudhuri-Sinha,Auto Services,5,8.9,0,19.3,36.5,0.429,73974.0,0.91,25287.0,4,48.0,0.529,48.0,37.4,6.5,48.0,40.8,39.3,High-Risk,high_risk
MSME00200,Nagar-More,Textiles,20,4.2,0,28.0,43.7,0.463,124352.0,0.89,16779.0,7,65.3,0.524,46.1,44.8,0.0,65.3,26.9,38.8,High-Risk,high_risk
MSME00201,Narayan-Manda,Auto Services,4,5.4,0,7.5,77.8,0.707,164458.0,0.93,142022.0,2,72.3,0.3,81.2,66.0,55.9,72.3,37.2,64.1,Moderate,moderate
MSME00202,Chaudhuri-Shroff,Retail Trade,30,3.6,0,0.2,88.2,0.904,592428.0,1.1,230876.0,0,92.9,0.163,92.8,93.3,82.0,92.9,35.9,87.4,Healthy,healthy
MSME00203,"Pall, Bhakta and Sandal",Textiles,9,12.9,0,5.8,95.8,0.885,614151.0,1.31,169469.0,0,88.7,0.179,93.3,91.9,82.7,88.7,63.3,81.9,Healthy,healthy
MSME00204,Issac-Shroff,Agri-processing,13,12.9,0,26.3,56.3,0.446,21048.0,0.93,7989.0,4,57.5,0.325,54.8,33.4,1.2,57.5,59.0,38.1,High-Risk,high_risk
MSME00205,Subramaniam-Gaba,Food & Beverage,12,4.3,0,14.3,78.8,0.73,204128.0,1.04,111127.0,0,79.4,0.251,77.0,71.5,57.9,79.4,35.4,68.7,Moderate,moderate
MSME00206,Chacko LLC,Manufacturing,8,13.9,0,0.0,97.1,0.967,676207.0,1.21,330099.0,0,95.0,0.076,98.3,97.7,84.3,95.0,69.4,92.9,Healthy,healthy
MSME00207,Bhatti-Mand,Agri-processing,4,6.1,0,2.9,97.8,0.879,494314.0,1.02,131936.0,0,94.6,0.187,96.6,91.5,64.4,94.6,42.7,84.2,Healthy,healthy
MSME00208,Dora-Dar,IT/Services,4,8.5,0,5.5,77.8,0.721,262537.0,0.89,87777.0,1,71.1,0.371,82.7,76.8,42.0,71.1,44.4,65.5,Moderate,moderate
MSME00209,Atwal-Chaudhari,Textiles,1,14.7,0,1.1,100.0,0.786,266921.0,1.31,285037.0,1,93.1,0.138,99.2,81.7,81.1,93.1,70.0,89.5,Healthy,healthy
MSME00210,Khalsa-Chand,Auto Services,8,5.3,0,1.4,93.6,0.913,401006.0,1.29,240966.0,0,97.4,0.109,95.1,93.9,85.8,97.4,42.6,84.1,Healthy,healthy
MSME00211,"Varma, Misra and Deo",Construction Materials,1,3.0,1,5.2,76.8,0.735,105781.0,0.92,49166.0,1,77.9,0.338,82.3,62.0,29.8,77.9,28.9,58.8,Moderate,moderate
MSME00212,D’Alia-Mitter,Auto Services,19,1.7,1,10.8,79.2,0.638,238573.0,1.23,83459.0,3,67.4,0.345,79.7,68.5,37.3,67.4,24.7,56.0,Moderate,moderate
MSME00213,Anne Group,Construction Materials,3,6.3,1,4.8,80.3,0.621,171471.0,1.09,74159.0,2,84.4,0.305,84.7,60.6,36.5,84.4,39.8,63.3,Moderate,moderate
MSME00214,Dewan and Sons,Manufacturing,9,7.0,0,3.7,96.2,0.968,391896.0,1.09,265230.0,1,98.9,0.128,95.1,97.8,76.7,98.9,47.1,88.7,Healthy,healthy
MSME00215,"Savant, Gade and Bawa",IT/Services,4,6.3,1,5.0,67.7,0.772,101284.0,1.17,81822.0,3,72.6,0.526,77.1,64.2,35.6,72.6,33.1,57.3,Moderate,moderate
MSME00216,Khurana-Ramakrishnan,Textiles,4,1.3,1,1.5,90.3,0.873,294029.0,1.16,171761.0,0,100.0,0.23,93.1,90.5,80.4,100.0,27.0,88.8,Healthy,healthy
MSME00217,Gade-Srinivas,Retail Trade,3,4.2,0,2.6,94.9,1.0,457916.0,1.27,62254.0,1,96.2,0.072,95.1,100.0,41.2,96.2,40.4,76.2,Healthy,healthy
MSME00218,Dugar-Natt,Agri-processing,20,6.1,0,6.9,79.5,0.715,321500.0,1.06,47592.0,2,76.8,0.421,82.7,80.1,27.1,76.8,35.7,57.0,Moderate,moderate
MSME00219,Butala-Gera,Manufacturing,7,9.9,0,9.2,70.1,0.704,159597.0,0.81,54948.0,0,62.0,0.294,75.4,65.3,34.6,62.0,50.9,62.2,Moderate,moderate
MSME00220,Kade-Parmer,Auto Services,2,10.9,1,21.2,40.9,0.323,181719.0,0.83,29238.0,9,21.9,0.505,49.3,40.8,0.0,21.9,47.5,25.6,High-Risk,high_risk
MSME00221,Jayaraman-Tak,Auto Services,10,10.8,0,7.4,85.1,0.855,185316.0,0.98,64538.0,0,89.6,0.301,85.7,78.4,41.2,89.6,53.4,65.7,Moderate,moderate
MSME00222,"Dixit, Date and Prabhakar",Retail Trade,3,0.6,1,9.2,81.4,0.869,176641.0,1.09,15884.0,1,75.0,0.414,82.2,78.5,22.1,75.0,19.4,54.7,Moderate,moderate
MSME00223,Karpe Inc,Food & Beverage,9,4.8,1,0.3,97.2,0.919,501780.0,1.24,169340.0,0,91.6,0.235,98.1,94.3,81.3,91.6,37.4,83.2,Healthy,healthy
MSME00224,Parmar-Kunda,Auto Services,10,4.3,1,2.3,100.0,0.93,441372.0,1.41,192640.0,0,98.2,0.19,98.3,95.1,88.2,98.2,37.2,93.8,Healthy,healthy
MSME00225,Sen and Sons,Construction Materials,10,2.4,1,3.1,91.3,0.861,506536.0,1.42,311147.0,0,97.5,0.205,92.6,90.3,88.3,97.5,31.1,87.7,Healthy,healthy
MSME00226,"Sinha, Aurora and Kothari",Manufacturing,5,10.5,1,1.7,94.4,0.818,288040.0,0.95,173923.0,0,88.7,0.074,95.4,86.1,76.9,88.7,59.3,84.7,Healthy,healthy
MSME00227,Buch Group,Textiles,6,0.5,1,19.2,62.4,0.45,84900.0,0.9,17936.0,5,50.7,0.603,63.6,40.0,0.0,50.7,13.4,30.3,High-Risk,high_risk
MSME00228,"Tailor, Pillay and Sharma",Auto Services,6,2.3,1,0.0,93.6,0.875,245157.0,1.1,222206.0,0,95.2,0.177,96.2,85.7,82.1,95.2,31.6,80.0,Healthy,healthy
MSME00229,Jha-Kale,Textiles,3,1.8,1,13.3,57.0,0.558,21250.0,0.76,11723.0,8,50.4,0.439,64.6,41.2,0.0,50.4,22.2,29.0,High-Risk,high_risk
MSME00230,Chahal-Som,Retail Trade,20,8.7,1,0.7,76.1,0.795,237271.0,1.28,100753.0,1,74.6,0.193,85.1,79.4,54.3,74.6,50.3,68.1,Moderate,moderate
MSME00231,Koshy-Memon,Agri-processing,4,1.3,1,37.5,32.6,0.431,5000.0,0.77,7625.0,5,71.9,0.55,32.6,30.7,0.0,71.9,17.4,30.8,High-Risk,high_risk
MSME00232,Nazareth-Seshadri,Auto Services,3,9.8,1,2.0,74.7,0.633,232180.0,1.17,89380.0,0,75.6,0.404,83.4,67.5,53.2,75.6,47.3,64.2,Moderate,moderate
MSME00233,"Sanghvi, Chana and Batta",Construction Materials,6,2.4,1,12.1,85.8,0.8,84120.0,1.02,25934.0,1,84.4,0.287,82.8,64.4,24.0,84.4,28.6,58.2,Moderate,moderate
MSME00234,Bains and Sons,Agri-processing,9,11.2,1,3.4,85.3,0.746,205190.0,1.14,85340.0,2,78.9,0.406,88.7,72.7,41.3,78.9,51.4,65.0,Moderate,moderate
MSME00235,Choudhry-Patla,Construction Materials,8,11.6,0,0.0,97.3,0.972,501485.0,1.23,248377.0,0,96.7,0.172,98.4,98.1,84.7,96.7,59.6,92.7,Healthy,healthy
MSME00236,"Kaul, Wadhwa and Narayanan",Food & Beverage,5,5.7,0,14.0,83.7,0.648,118049.0,1.09,44670.0,0,83.0,0.341,80.1,57.2,36.7,83.0,36.9,59.3,Moderate,moderate
MSME00237,"Hayer, Dutt and Patla",Construction Materials,13,13.1,0,7.6,96.1,0.856,147028.0,1.07,254121.0,0,93.1,0.183,92.2,74.6,81.4,93.1,63.8,82.8,Healthy,healthy
MSME00238,Prakash-Manne,IT/Services,20,5.5,0,2.4,95.0,0.824,500253.0,1.18,150868.0,0,98.6,0.195,95.3,87.7,73.8,98.6,40.7,86.8,Healthy,healthy
MSME00239,"Rao, Kannan and Singhal",Retail Trade,8,4.6,0,8.8,80.9,0.777,174995.0,1.17,103949.0,2,66.2,0.408,82.3,71.9,48.0,66.2,31.6,65.5,Moderate,moderate
MSME00240,Sharaf Ltd,Construction Materials,16,3.2,1,2.6,99.9,0.978,531633.0,1.38,210844.0,0,96.6,0.202,98.0,98.4,87.5,96.6,33.5,91.5,Healthy,healthy
MSME00241,"Balakrishnan, Iyer and Raman",Retail Trade,1,1.0,1,27.2,58.9,0.546,20871.0,0.85,10399.0,3,58.0,0.458,55.7,40.3,5.4,58.0,19.3,37.3,High-Risk,high_risk
MSME00242,Soni-Nagar,Construction Materials,5,9.1,0,17.9,33.4,0.507,82763.0,0.7,5477.0,5,52.4,0.461,47.1,43.8,0.0,52.4,43.5,34.8,High-Risk,high_risk
MSME00243,"Chatterjee, Dash and Garde",Textiles,9,8.1,0,28.7,33.6,0.768,218705.0,0.82,6882.0,5,28.9,0.474,39.5,75.6,0.0,28.9,40.1,36.3,High-Risk,high_risk
MSME00244,Bhakta Group,Textiles,2,12.6,0,3.0,93.4,0.945,354362.0,1.28,161799.0,1,89.8,0.277,93.9,96.1,74.6,89.8,59.5,80.1,Healthy,healthy
MSME00245,"Kulkarni, Vora and Dhillon",Retail Trade,4,7.0,0,1.0,100.0,0.878,541835.0,1.05,114590.0,0,89.3,0.233,99.2,91.4,59.2,89.3,44.0,77.6,Healthy,healthy
MSME00246,Pall Ltd,Construction Materials,6,10.0,0,14.8,54.2,0.575,56468.0,0.98,3250.0,7,39.1,0.514,61.8,45.9,0.0,39.1,44.6,39.7,High-Risk,high_risk
MSME00247,Ghose-Bahl,Retail Trade,4,1.8,1,3.2,67.1,0.869,231672.0,1.1,42631.0,2,73.7,0.165,78.0,84.0,26.2,73.7,30.4,61.6,Moderate,moderate
MSME00248,Batra Group,Agri-processing,3,5.7,0,20.4,45.9,0.497,85501.0,1.05,16699.0,8,42.8,0.609,52.8,43.4,0.0,42.8,28.8,35.4,High-Risk,high_risk
MSME00249,Pall LLC,Textiles,3,13.3,0,26.9,43.3,0.333,149324.0,0.87,24228.0,5,42.6,0.621,46.6,38.2,0.5,42.6,51.3,32.7,High-Risk,high_risk
MSME00250,Shenoy-Varughese,Agri-processing,7,3.9,0,19.5,64.0,0.552,65239.0,0.76,41379.0,5,89.5,0.479,64.3,45.2,4.0,89.5,27.3,49.8,Moderate,high_risk
MSME00251,Choudhary PLC,Food & Beverage,4,9.5,1,0.6,93.6,0.892,639564.0,1.36,178645.0,0,93.6,0.227,95.7,92.4,86.8,93.6,51.7,84.0,Healthy,healthy
MSME00252,Deo-Sen,Construction Materials,5,2.9,1,3.4,95.5,0.861,699803.0,1.12,182134.0,1,96.6,0.098,94.8,90.3,77.4,96.6,35.7,85.2,Healthy,healthy
MSME00253,Yogi PLC,Food & Beverage,2,7.5,0,22.2,42.5,0.472,67507.0,0.88,1000.0,5,44.9,0.628,49.6,39.8,0.0,44.9,33.7,33.4,High-Risk,high_risk
MSME00254,Deo-Suri,Food & Beverage,3,0.6,1,3.9,97.6,0.889,420271.0,1.33,256354.0,0,88.0,0.228,95.7,92.2,86.5,88.0,25.0,88.2,Healthy,healthy
MSME00255,Golla PLC,Retail Trade,3,12.7,1,0.9,96.1,0.914,363178.0,1.09,257278.0,0,91.8,0.21,97.0,94.0,81.8,91.8,61.8,89.6,Healthy,healthy
MSME00256,"Varkey, Sathe and Vaidya",Auto Services,6,14.3,1,9.5,70.9,0.87,308026.0,1.05,61795.0,3,58.7,0.489,75.7,90.9,26.7,58.7,58.2,60.6,Moderate,moderate
MSME00257,Butala-Dixit,Manufacturing,6,11.6,1,29.9,46.6,0.616,90743.0,0.92,2284.0,4,57.2,0.571,46.4,52.2,0.0,57.2,47.7,40.0,High-Risk,high_risk
MSME00258,Mani-Mann,Retail Trade,3,8.4,0,8.3,73.0,0.767,186680.0,1.1,50174.0,0,63.0,0.422,77.8,72.3,38.7,63.0,42.5,58.9,Moderate,moderate
MSME00259,"Vasa, Dhar and Mani",Construction Materials,11,5.1,0,7.1,85.4,0.676,211124.0,1.0,16503.0,0,84.2,0.308,86.1,68.4,25.5,84.2,36.1,59.0,Moderate,moderate
MSME00260,"Vora, Bajwa and Comar",Auto Services,7,7.9,0,0.0,98.3,0.899,630368.0,1.09,1000.0,1,87.2,0.131,99.0,92.9,17.0,87.2,49.8,78.6,Healthy,healthy
MSME00261,"Ganesh, Nair and Dugar",Food & Beverage,5,9.3,0,10.5,78.3,0.693,241142.0,0.98,84883.0,1,80.9,0.35,79.4,72.6,42.9,80.9,47.4,64.2,Moderate,moderate
MSME00262,"Manda, Kulkarni and Dyal",Food & Beverage,5,14.5,0,15.1,43.9,0.67,72122.0,0.95,6836.0,1,37.9,0.689,55.5,54.1,16.3,37.9,52.8,38.3,High-Risk,high_risk
MSME00263,Gala-Ramachandran,Manufacturing,8,7.2,0,0.1,97.7,0.883,639693.0,1.16,128519.0,0,87.7,0.186,98.6,91.8,66.0,87.7,46.0,86.6,Healthy,healthy
MSME00264,Kakar-Rout,Food & Beverage,9,8.4,1,13.0,85.7,0.69,233079.0,1.06,114694.0,1,68.3,0.204,82.0,71.6,54.4,68.3,49.1,67.9,Moderate,moderate
MSME00265,Chowdhury-Patel,Manufacturing,18,9.5,0,16.7,55.4,0.493,144221.0,0.91,17726.0,3,46.9,0.505,61.2,49.0,9.1,46.9,43.3,38.2,High-Risk,high_risk
MSME00266,Nayar-Pandey,Construction Materials,9,3.2,1,12.5,83.7,0.73,207263.0,0.99,45217.0,1,74.4,0.185,81.2,71.9,29.9,74.4,34.0,60.9,Moderate,moderate
MSME00267,"Rana, Loke and Rajagopal",Auto Services,6,4.9,0,5.7,69.6,0.572,290703.0,1.06,123853.0,1,63.8,0.272,77.7,69.1,57.4,63.8,36.5,63.6,Moderate,moderate
MSME00268,Thaker LLC,Agri-processing,4,9.8,0,9.7,80.3,0.683,163634.0,1.0,84999.0,0,68.8,0.449,81.2,64.1,48.3,68.8,45.9,64.0,Moderate,moderate
MSME00269,"Bath, Gokhale and Magar",Food & Beverage,10,13.9,0,4.1,94.0,0.942,499672.0,1.09,228009.0,1,94.6,0.093,93.5,96.0,76.8,94.6,68.9,86.8,Healthy,healthy
MSME00270,Ratta Group,Auto Services,6,10.8,1,0.4,95.2,0.846,495516.0,1.45,68338.0,1,92.3,0.123,96.8,89.2,46.8,92.3,58.7,79.2,Healthy,healthy
